Rank,Youtuber,Subscribers,Video Views,Video Count,Category,Started
752,H2ODelirious,"1,33,00,000","4,28,67,67,975","3,286",Gaming,2007
753,Crescendo com Luluca,"1,33,00,000","4,64,64,60,697","1,203",Entertainment,2015
754,T-Series Regional,"1,33,00,000","4,95,86,56,890","15,041",Entertainment,2011
755,Veritasium,"1,33,00,000","1,95,85,82,942",350,Education,2010
756,Conor Maynard,"1,33,00,000","2,66,53,97,983",284,Music,2006
757,jbalvinVEVO,"1,33,00,000","20,21,97,08,239",235,Music,2010
758,Saturday Night Live,"1,33,00,000","14,09,55,34,282","8,159",Entertainment,2013
759,The Q,"1,33,00,000","4,17,98,24,130",288,People & Blogs,2017
760,Kurt Hugo Schneider,"1,33,00,000","3,70,58,91,507",692,Entertainment,2007
761,Anaysa,"1,33,00,000","3,28,38,73,970",513,Howto & Style,2012
762,NishaMadhulika,"1,33,00,000","2,79,53,05,843","2,104",Howto & Style,2009
763,BBC,"1,32,00,000","9,29,67,38,948","14,156",Pets & Animals,2005
764,Zee Telugu,"1,32,00,000","9,26,59,94,462","1,04,189",Entertainment,2008
765,karameeshchannel,"1,32,00,000","8,88,32,92,835","2,178",Entertainment,2012
766,Meghan Trainor,"1,32,00,000","7,82,22,30,597",148,People & Blogs,2008
767,theRadBrad,"1,32,00,000","5,93,22,90,734","7,961",Gaming,2006
768,Jazzghost,"1,32,00,000","5,07,83,16,051","5,312",Gaming,2012
769,VexTrex,"1,31,00,000","7,73,64,04,007","3,500",Entertainment,2014
770,Brawl Stars,"1,31,00,000","1,94,49,61,599",155,Gaming,2017
771,Matt Steffanina,"1,31,00,000","3,14,03,52,689",523,Entertainment,2011
772,JOJO TV - Hindi Stories,"1,31,00,000","4,95,52,37,714","1,006",Education,2016
773,Typical Gamer,"1,31,00,000","4,07,21,34,308","4,069",Gaming,2008
774,أترو/Atro,"1,31,00,000","2,24,41,81,201","1,712",Gaming,2017
775,O Que Não Dizer Oficial,"1,31,00,000","1,72,36,01,563",574,Comedy,2015
776,Jamuna TV,"1,31,00,000","10,95,84,57,763","97,033",News & Politics,2017
777,Kids TV India Hindi Nursery Rhymes,"1,31,00,000","6,19,48,17,833","1,272",Shows,2014
778,The LaBrant Fam,"1,31,00,000","4,57,71,61,512",595,Comedy,2012
779,ATHLEAN-X™,"1,31,00,000","2,23,36,27,821","1,314",Howto & Style,2006
780,DALLMYD,"1,31,00,000","1,77,34,15,670",393,Sports,2011
781,Alex Gonzaga Official,"1,31,00,000","1,36,02,73,293",252,People & Blogs,2017
782,Come Play With Me,"1,31,00,000","15,47,43,14,657",386,Entertainment,2014
783,Lady Diana,"1,31,00,000","7,81,45,17,029","1,346",Entertainment,2016
784,sagar kalra (Shorts),"1,30,00,000","5,48,34,28,689",401,People & Blogs,2017
785,Think Music India,"1,30,00,000","9,95,89,47,026","4,452",Music,2009
786,Hacksmith Industries,"1,30,00,000","1,40,86,49,134",791,Science & Technology,2006
787,Matheus Yurley,"1,30,00,000","13,94,50,407",68,Entertainment,2015
788,CookingShooking Hindi,"1,30,00,000","1,68,43,87,848",393,People & Blogs,2017
789,Mythpat,"1,30,00,000","2,79,29,17,860",337,Entertainment,2018
790,Calon Sarjana,"1,30,00,000","1,06,64,585",29,Entertainment,2016
791,Everson Zoio,"1,30,00,000","1,00,43,12,062",594,Comedy,2009
792,Zee Bangla,"1,30,00,000","8,09,59,47,007","1,01,353",Entertainment,2008
793,RedeTV,"1,30,00,000","5,24,35,38,335","33,816",Entertainment,2011
794,twenty one pilots,"1,30,00,000","4,94,04,73,759",182,Music,2009
795,Ei Nerd,"1,30,00,000","3,39,88,36,213","5,651",Entertainment,2013
796,Goldmines Premiere,"1,30,00,000","1,78,15,66,597",653,Entertainment,2013
797,DJ Khaled,"1,29,00,000","6,40,59,35,489",59,Music,2018
798,Mrwhosetheboss,"1,29,00,000","2,52,23,65,187","1,488",Science & Technology,2011
799,Top Viral Talent,"1,29,00,000","3,84,78,00,217","1,865",Entertainment,2014
800,EnriqueIglesiasVEVO,"1,29,00,000","15,01,85,95,817",136,Music,2009
801,Colors Rishtey,"1,29,00,000","10,73,91,83,295","18,371",Entertainment,2013
802,RS 1313 SHORTS,"1,29,00,000","6,76,76,80,381","4,660",Entertainment,2020
803,Компот,"1,29,00,000","6,68,71,18,830","2,025",Gaming,2013
804,Lana Del Rey,"1,29,00,000","6,18,38,50,559",40,Music,2011
805,Awakening Music,"1,29,00,000","5,19,65,01,306",745,Music,2006
806,Hungria Hip Hop,"1,29,00,000","4,29,60,55,045",50,Music,2013
807,The Shiny Peanut,"1,29,00,000","2,84,08,70,688","2,337",Education,2016
808,DeGoBooM,"1,29,00,000","5,25,77,49,726","3,394",Gaming,2014
809,Peppa Pig em Português Brasil - Canal Oficial,"1,28,00,000","4,05,55,56,450","1,231",Film & Animation,2014
810,BeyoncéVEVO,"1,28,00,000","13,66,29,97,727",169,Music,2009
811,#Refúgio Mental,"1,28,00,000","2,65,95,24,359",819,Entertainment,2013
812,Trakin Tech,"1,28,00,000","2,02,49,06,006","3,450",Science & Technology,2011
813,Kabita's Kitchen,"1,28,00,000","2,51,63,52,711","1,329",Howto & Style,2014
814,BIBO와 장난감,"1,28,00,000","3,08,54,12,541",170,Entertainment,2016
815,7 Minutoz,"1,28,00,000","4,15,38,44,467",521,Music,2012
816,Knowledge Tv हिन्दी,"1,28,00,000","1,76,83,76,077","1,692",People & Blogs,2014
817,MrSuicideSheep,"1,28,00,000","6,85,72,30,232","3,338",Entertainment,2010
818,Ami Rodriguez,"1,28,00,000","2,08,18,91,117",377,Entertainment,2009
819,E-MasterSensei,"1,28,00,000","3,58,78,73,026","1,228",Gaming,2016
820,Geo News,"1,28,00,000","4,92,54,51,240","1,72,983",News & Politics,2007
821,GMA News,"1,28,00,000","11,22,02,55,933","3,42,802",News & Politics,2007
822,Codiscos,"1,28,00,000","10,76,34,57,454","7,174",Music,2007
823,Blockbuster Movies,"1,28,00,000","2,51,50,63,658",463,Entertainment,2016
824,TV9 Bharatvarsh,"1,28,00,000","8,73,69,36,076","2,33,127",People & Blogs,2018
825,The Dodo,"1,28,00,000","8,68,32,76,984","7,397",Pets & Animals,2014
826,Luli Pampín,"1,28,00,000","7,12,86,16,807",246,Music,2012
827,The Infographics Show,"1,28,00,000","4,87,21,69,397","3,817",Education,2011
828,Lokdhun Punjabi,"1,28,00,000","4,55,25,63,710","1,400",Music,2010
829,Sonotek Bhakti,"1,28,00,000","3,90,22,73,032","7,752",Entertainment,2010
830,Indore Physical Academy,"1,28,00,000","3,62,41,79,675","1,512",People & Blogs,2014
831,Wolfoo Channel,"1,28,00,000","3,38,44,74,222",623,https://us.youtubers.me/global/all/top-1000-most_subscribed-youtube-channels,2019
832,Yudist Ardhana,"1,27,00,000","4,86,20,85,005","2,414",Entertainment,2016
833,RaptorGamer,"1,27,00,000","2,70,47,63,663","1,303",People & Blogs,2016
834,Kids Line♡キッズライン,"1,27,00,000","11,19,83,18,568","2,783",People & Blogs,2011
835,JesseAndMike,"1,27,00,000","9,48,14,36,539",656,Entertainment,2007
836,Влад и Никита,"1,27,00,000","7,75,15,85,555",449,https://us.youtubers.me/global/all/top-1000-most_subscribed-youtube-channels,2018
837,Troom Troom India,"1,27,00,000","6,60,84,76,174","2,199",Howto & Style,2015
838,My Mate Nate,"1,27,00,000","3,00,86,38,341","1,107",Comedy,2014
839,gymvirtual,"1,27,00,000","2,43,05,26,081","1,500",Sports,2010
840,Davie504,"1,26,00,000","2,49,81,75,486",806,Entertainment,2011
841,NickiMinajAtVEVO,"1,26,00,000","8,61,70,68,421",98,Music,2010
842,Луномосик,"1,26,00,000","5,84,85,62,902",538,People & Blogs,2015
843,Blossom,"1,26,00,000","4,52,78,50,608",674,Howto & Style,2017
844,Adexe & Nau,"1,26,00,000","4,51,40,74,611",582,Music,2013
845,BanderitaX,"1,26,00,000","3,69,03,36,615","1,559",Gaming,2013
846,Technology Gyan,"1,26,00,000","1,03,16,37,100",969,Science & Technology,2015
847,Health Time,"1,26,00,000","99,23,61,227","1,687",Howto & Style,2016
848,Melon City Show - برنامج ولاية بطيخ,"1,26,00,000","5,69,27,61,946","1,715",Comedy,2016
849,WiederDude,"1,25,00,000","2,45,47,05,246",281,https://us.youtubers.me/global/all/top-1000-most_subscribed-youtube-channels,2016
850,elliegoulding,"1,25,00,000","6,75,10,07,251",155,Music,2007
851,TKOR,"1,25,00,000","3,36,18,80,534","1,481",Education,2010
852,Vogue,"1,25,00,000","3,77,61,03,044","2,877",Entertainment,2008
853,Ja Mill,"1,25,00,000","1,30,28,18,088",567,People & Blogs,2016
854,Priyal Kukreja,"1,25,00,000","7,98,43,81,092",613,People & Blogs,2021
855,Little Baby Bum en Español,"1,25,00,000","6,85,00,21,546","1,316",Education,2014
856,Republic Bharat,"1,25,00,000","5,97,38,35,941","64,600",News & Politics,2019
857,Parafernalha,"1,25,00,000","4,58,27,63,542","1,721",Entertainment,2011
858,Talking Angela,"1,25,00,000","3,43,32,10,811",217,Entertainment,2014
859,CaseyNeistat,"1,25,00,000","3,10,74,26,903","1,089",People & Blogs,2010
860,Piuzinho,"1,25,00,000","1,05,46,26,166",478,Gaming,2015
861,SAAIHALILINTAR,"1,25,00,000","1,10,86,03,203",408,Entertainment,2012
862,Jass Records,"1,25,00,000","5,64,97,39,561","4,968",Music,2014
863,LOUD,"1,24,00,000","2,35,89,86,498","1,155",Gaming,2019
864,Koray Zeynep,"1,24,00,000","14,69,50,12,005","12,655",People & Blogs,2016
865,Heidi and Zidane HZHtube,"1,24,00,000","3,60,62,70,407",681,Entertainment,2015
866,DisneyChannelUK,"1,24,00,000","11,82,11,16,201","3,284",Music,2007
867,Rauw Alejandro,"1,24,00,000","10,41,89,76,938",141,Music,2014
868,Future,"1,24,00,000","9,32,80,21,218",59,Music,2011
869,Just For Laughs Gags,"1,24,00,000","7,88,60,65,029","7,278",Comedy,2007
870,Heroindori,"1,24,00,000","6,48,73,69,114",336,Comedy,2020
871,Duo Tiempo De Sol,"1,24,00,000","6,25,61,44,602",301,Music,2013
872,infobells - Kannada,"1,24,00,000","5,74,40,88,014",379,Education,2014
873,Troom Troom PT,"1,24,00,000","4,30,21,09,080","2,553",Howto & Style,2015
874,Gibby :),"1,24,00,000","2,81,41,18,004",216,People & Blogs,2014
875,People Vs Food,"1,24,00,000","1,05,07,13,750",479,Entertainment,2013
876,Wolfoo Family,"1,24,00,000","3,12,00,45,865",631,https://us.youtubers.me/global/all/top-1000-most_subscribed-youtube-channels,2019
877,Eli Kids - Cartoons & Songs,"1,23,00,000","3,71,58,71,927",457,https://us.youtubers.me/global/all/top-1000-most_subscribed-youtube-channels,2018
878,Migos ATL,"1,23,00,000","6,69,03,82,235",100,Music,2012
879,Acenix,"1,23,00,000","1,85,24,21,314",304,Gaming,2014
880,Más SKabeche,"1,23,00,000","2,95,54,50,684",697,Travel & Events,2015
881,SR Toys Collection,"1,23,00,000","4,01,80,76,796",984,Entertainment,2012
882,办公室小野 Ms Yeah,"1,23,00,000","3,88,86,68,815",400,People & Blogs,2017
883,웃웃TwinsFromRussia,"1,23,00,000","8,67,08,99,572","5,382",People & Blogs,2011
884,Akon,"1,23,00,000","5,78,01,08,081",43,Music,2005
885,Wave Music Bhakti,"1,23,00,000","5,03,00,56,103","19,534",Music,2011
886,NDTV,"1,23,00,000","4,80,34,79,418","1,38,620",Entertainment,2006
887,CHHOTU KI MASTI,"1,23,00,000","4,31,32,98,357",112,Comedy,2018
888,Its JoJo Siwa,"1,23,00,000","3,94,87,40,983",735,Entertainment,2015
889,MC Divertida,"1,22,00,000","4,74,85,65,465",353,Entertainment,2018
890,Troom Troom Indonesia,"1,22,00,000","5,18,64,82,167","1,688",People & Blogs,2019
891,jaanvi patel,"1,22,00,000","5,43,09,06,777",419,People & Blogs,2018
892,YoungBoy Never Broke Again,"1,22,00,000","12,11,86,57,768",590,Entertainment,2015
893,SEVENGERS,"1,22,00,000","8,39,67,73,331",714,Comedy,2018
894,DaniRep | +6 Vídeos Diarios De GTA 5 Online!,"1,22,00,000","6,63,25,58,338","11,556",Gaming,2012
895,Ice Cream Rolls,"1,22,00,000","1,53,88,71,204","1,691",Entertainment,2011
896,colinfurze,"1,22,00,000","1,52,40,31,933",375,Entertainment,2006
897,Kylie Jenner,"1,22,00,000","77,75,04,993",153,People & Blogs,2015
898,Bela Bagunça,"1,22,00,000","2,82,12,37,136",987,People & Blogs,2015
899,deepesh zo,"1,21,00,000","5,65,59,45,454",392,People & Blogs,2021
900,Timba Vk,"1,21,00,000","2,68,68,43,858",919,Gaming,2012
901,THE BROWN SIBLINGS,"1,21,00,000","7,42,52,42,681",764,Entertainment,2016
902,Yair17,"1,21,00,000","1,30,58,60,534","1,030",Gaming,2014
903,penguinz0,"1,21,00,000","6,70,49,78,227","4,270",Gaming,2007
904,Avril Lavigne,"1,21,00,000","5,90,51,00,328",163,Music,2005
905,Heidi y Zidane,"1,21,00,000","5,77,23,31,296",531,https://us.youtubers.me/global/all/top-1000-most_subscribed-youtube-channels,2019
906,Маша та Ведмідь,"1,21,00,000","5,22,35,02,987","1,082",Shows,2014
907,123 GO!,"1,21,00,000","4,52,88,28,203",457,People & Blogs,2019
908,Lulu99,"1,21,00,000","2,22,73,43,024",542,Entertainment,2015
909,Panda,"1,21,00,000","2,08,44,17,860","1,444",https://us.youtubers.me/global/all/top-1000-most_subscribed-youtube-channels,2018
910,Nat and Essie,"1,20,00,000","7,08,55,68,806","1,062",Film & Animation,2015
911,Planet Earth INDIA,"1,20,00,000","1,76,72,57,262",647,People & Blogs,2011
912,eltrece,"1,20,00,000","11,59,92,65,811","1,57,752",Entertainment,2014
913,NATTI NATASHA,"1,20,00,000","7,64,09,79,425",163,Music,2015
914,Mor Haryanvi,"1,20,00,000","6,01,25,66,606",408,Music,2015
915,Diana and Roma IND,"1,20,00,000","5,23,61,95,681",487,https://us.youtubers.me/global/all/top-1000-most_subscribed-youtube-channels,2019
916,Quantum Tech HD,"1,20,00,000","4,42,12,55,437",490,Science & Technology,2015
917,Franco Escamilla,"1,20,00,000","3,79,20,18,934","2,275",Comedy,2007
918,Pastor Antônio Júnior,"1,20,00,000","1,88,02,11,143","4,096",People & Blogs,2013
919,TsMadaan,"1,20,00,000","1,37,05,29,687","1,753",Howto & Style,2008
920,Hero Movies 2023,"1,19,00,000","1,56,74,19,173",446,People & Blogs,2017
921,Topper Guild,"1,19,00,000","11,29,69,40,423",612,Comedy,2014
922,Willie Salim,"1,19,00,000","2,81,13,46,388",446,People & Blogs,2014
923,MBC مصر,"1,19,00,000","6,61,72,78,334","40,741",Entertainment,2012
924,First We Feast,"1,19,00,000","2,64,52,21,536",896,Howto & Style,2014
925,Rubius Z,"1,19,00,000","1,97,53,97,586",496,Comedy,2006
926,Black Eyed Peas,"1,19,00,000","10,13,46,16,933",71,Music,2007
927,Pari's Lifestyle,"1,19,00,000","7,27,10,47,228",401,People & Blogs,2018
928,CNCO,"1,19,00,000","7,05,96,76,669",187,Music,2015
929,AlArabiya العربية,"1,19,00,000","6,57,58,58,204","1,47,459",People & Blogs,2006
930,Luan Santana,"1,19,00,000","5,33,25,47,232",379,Music,2009
931,DANIEL EL TRAVIESO VIDEOS,"1,19,00,000","4,84,25,72,088",335,Comedy,2014
932,KaKa Kids TV - Nursery Rhymes Kids Animated Songs,"1,19,00,000","4,18,52,34,779",331,https://us.youtubers.me/global/all/top-1000-most_subscribed-youtube-channels,2013
933,Kluna Tik,"1,19,00,000","4,15,41,19,625",302,Entertainment,2014
934,Make Joke Of,"1,19,00,000","1,96,28,26,145",48,Comedy,2017
935,Lofi Girl,"1,19,00,000","1,47,63,34,365",372,Music,2015
936,GoldminesAction,"1,19,00,000","1,16,90,23,702",644,Film & Animation,2015
937,emma chamberlain,"1,19,00,000","1,57,28,87,708",287,Entertainment,2016
938,ChrisBrownVEVO,"1,19,00,000","13,19,09,90,325",297,Music,2009
939,Kashvi Adlakha,"1,19,00,000","10,39,21,11,852","1,310",Entertainment,2017
940,Jaiden Animations,"1,18,00,000","2,20,37,66,508",104,Film & Animation,2014
941,MORGENSHTERN,"1,18,00,000","2,26,25,32,486",160,Music,2013
942,Norman,"1,18,00,000","2,70,30,42,539",210,Comedy,2011
943,bharatzkitchen HINDI,"1,18,00,000","2,11,15,80,099",677,Howto & Style,2016
944,EU FICO LOKO,"1,18,00,000","1,18,81,30,067","1,605",Comedy,2010
945,CalvinHarrisVEVO,"1,18,00,000","13,95,28,79,752",174,Music,2009
946,Flowers Comedy,"1,18,00,000","10,53,84,59,750","10,287",Entertainment,2015
947,P!NK,"1,18,00,000","7,54,89,76,997",19,Music,2006
948,Wild 'N Out,"1,18,00,000","4,61,50,66,353","1,357",Entertainment,2006
949,Koo Koo TV - Hindi,"1,18,00,000","4,36,65,61,548","1,033",Education,2017
950,LipaoGamer,"1,18,00,000","4,01,12,44,826","11,248",Gaming,2011
951,MrGear,"1,18,00,000","3,26,34,35,380",840,Science & Technology,2015
952,TWO SIDE GAMERS,"1,18,00,000","2,06,49,26,551","1,873",Music,2018
953,TommyInnit,"1,18,00,000","1,68,02,28,521",305,Gaming,2015
954,Naz | ناز,"1,18,00,000","2,01,37,78,695",917,People & Blogs,2016
955,FrontaL Gaming,"1,18,00,000","26,87,39,666",157,Gaming,2015
956,Halsey,"1,17,00,000","4,65,46,77,099",52,Music,2014
957,Kendrick Lamar,"1,17,00,000","5,25,40,14,931",22,People & Blogs,2018
958,Lil Wayne,"1,17,00,000","5,74,18,69,232",263,Music,2013
959,الجانب المُشرق | Bright Side Arabic,"1,17,00,000","1,68,63,12,058","5,338",Howto & Style,2018
960,Garena Free Fire LATAM,"1,17,00,000","1,65,97,25,078","1,670",People & Blogs,2018
961,POCOYÓ en ESPAÑOL - Canal Oficial,"1,17,00,000","8,75,97,19,169","1,630",Film & Animation,2007
962,Chetan Monga Vlogs,"1,17,00,000","8,25,37,41,205",798,People & Blogs,2014
963,elcarteldesantatv,"1,17,00,000","6,69,84,48,077",344,Music,2008
964,BBC Earth,"1,17,00,000","4,21,24,09,776","2,338",Pets & Animals,2009
965,SBT,"1,17,00,000","3,45,54,06,720","25,943",Comedy,2008
966,Tfue,"1,17,00,000","1,48,85,20,716",833,Gaming,2014
967,Yoga With Adriene,"1,17,00,000","1,26,74,65,262",674,Howto & Style,2012
968,Dani Russo Tv,"1,17,00,000","61,18,66,406",277,Comedy,2014
969,Free Fire India Official,"1,17,00,000","1,48,68,85,351","1,268",People & Blogs,2018
970,Noman Official,"1,16,00,000","4,77,52,97,096",439,Comedy,2019
971,BIBO и Игрушки,"1,16,00,000","1,04,66,51,653",169,Entertainment,2019
972,Machinima,"1,16,00,000",0,0,Film & Animation,2006
973,Mundo Bita,"1,16,00,000","15,08,09,36,964",195,Music,2011
974,Salman Noman,"1,16,00,000","8,00,25,20,517",548,Entertainment,2013
975,Single Track Studio,"1,16,00,000","4,69,27,57,292","1,726",Entertainment,2010
976,Stray Kids,"1,16,00,000","2,59,90,25,008",709,People & Blogs,2017
977,Gustavo Paródias,"1,16,00,000","2,18,70,32,139",690,Comedy,2014
978,CrazyRussianHacker,"1,16,00,000","3,20,83,63,861","2,187",Science & Technology,2012
979,Biper y sus Amigos,"1,16,00,000","5,20,02,24,730",148,Music,2012
980,CarryisLive,"1,16,00,000","1,44,96,47,680",947,Gaming,2017
981,Airrack,"1,15,00,000","1,54,27,74,923",159,Entertainment,2015
982,Vy Qwaint,"1,15,00,000","5,65,23,41,273",559,Howto & Style,2014
983,Toys Make Me Smile,"1,15,00,000","4,83,00,20,688",102,Entertainment,2015
984,ZutiGang,"1,15,00,000","12,71,25,46,262","1,075",People & Blogs,2021
985,Flamingo,"1,15,00,000","9,56,90,61,994","2,324",Gaming,2017
986,Brancoala,"1,15,00,000","8,46,54,43,935","1,768",Entertainment,2008
987,Annoying Orange,"1,15,00,000","8,05,85,49,344","1,948",Shows,2010
988,Zee Kids,"1,15,00,000","7,01,75,37,235","1,015",Film & Animation,2012
989,ARY News,"1,15,00,000","5,76,59,43,823","67,453",News & Politics,2013
990,Star Casablanca | نجوم الدار البيضاء,"1,15,00,000","5,33,80,43,398","1,030",Music,2015
991,Maymo,"1,15,00,000","5,05,04,63,518",512,Pets & Animals,2006
992,설기양SULGI,"1,15,00,000","2,97,19,92,503",597,People & Blogs,2012
993,The Film Theorists,"1,15,00,000","2,41,56,88,324",382,Film & Animation,2014
994,ToysPlay,"1,15,00,000","7,25,46,35,746",431,Entertainment,2015
995,Morgz,"1,15,00,000","2,78,00,58,418",775,Gaming,2014
996,XO TEAM,"1,15,00,000","11,47,13,84,709","2,679",People & Blogs,2021
997,Nirahua Music World,"1,15,00,000","5,99,77,17,755",788,Music,2014
998,YtCrash,"1,14,00,000","38,25,084",1,Education,2015
999,Painzeiro,"1,14,00,000","2,14,34,44,281",946,People & Blogs,2015
1000,Oum Walid,"1,14,00,000","2,48,00,64,722","1,598",People & Blogs,2015
